Feature,Importance
customerID_2332-EFBJY,0.00036406666296107413
customerID_1029-QFBEN,0.0003630751218543635
customerID_4139-SUGLD,0.00035632138749904174
customerID_9986-BONCE,0.0003541316086813214
customerID_6261-RCVNS,0.0003488836420777805
customerID_5271-YNWVR,0.00034796383539150566
customerID_0268-QKIWO,0.0003476541196403783
customerID_5766-XQXMQ,0.0003469052986512962
customerID_8559-CIZFV,0.0003467156547043938
customerID_8785-EPNCG,0.0003433932512902174
customerID_0426-TIRNE,0.0003428339363563364
customerID_4211-MMAZN,0.0003423911048580929
customerID_5049-GLYVG,0.0003421527588563083
customerID_8053-WWDRO,0.0003420268658911556
customerID_9605-WGJVW,0.00034193847485476105
customerID_5624-BQSSA,0.00034138698582953124
customerID_5766-ZJYBB,0.00033987478469273374
customerID_4903-UYAVB,0.0003391914536211371
customerID_0883-EIBTI,0.00033849584357305463
customerID_1087-UDSIH,0.00033837379891216927
customerID_1963-VAUKV,0.000336753072252702
customerID_6839-ITVZJ,0.0003362718287437709
customerID_6598-RFFVI,0.0003350835464738959
customerID_8305-VHZBZ,0.0003320267533915023
customerID_7845-URHJN,0.00033056925957716566
customerID_8515-OCTJS,0.00033039922132877626
customerID_4760-XOHVN,0.0003303520035646457
customerID_4946-EDSEW,0.00032884042940308866
customerID_9053-JZFKV,0.00032816230715967764
customerID_0203-HHYIJ,0.000327928847835543
customerID_2667-WYLWJ,0.0003274421919306687
customerID_3506-LCJDC,0.0003241033410199515
customerID_2002-MZHWP,0.00032395872841293685
customerID_5688-KZTSN,0.0003238891370927068
customerID_5577-OTWWW,0.0003181498516362099
customerID_0568-ONFPC,0.00031509812161619464
customerID_1218-VKFPE,0.00031015911991454196
customerID_1527-SXDPN,0.0003097075770965884
customerID_7465-ZZRVX,0.00030952155700520205
customerID_2320-JRSDE,0.0003091597480904679
customerID_7317-GGVPB,0.00030873323804754316
customerID_8580-QVLOC,0.0003085735444957299
customerID_7239-HZZCX,0.0003049294812623943
customerID_4106-HADHQ,0.00030469771115018305
customerID_4187-CINZD,0.00030422652631451036
customerID_1899-VXWXM,0.00030320510388543023
customerID_1984-FCOWB,0.0003027429565048753
customerID_1640-PLFMP,0.00030191011375532424
customerID_5236-PERKL,0.0003016443593486324
customerID_1193-RTSLK,0.000300559905631061
customerID_2003-CKLOR,0.00029982947771557054
customerID_0348-SDKOL,0.00029907062471220625
customerID_4789-KWMXN,0.00029815194885763463
customerID_0917-EZOLA,0.0002978261315494166
customerID_2150-UWTFY,0.00029751548732701727
customerID_4701-AHWMW,0.0002964544090821422
customerID_4390-KYULV,0.00029639483849215647
customerID_4255-DDUOU,0.0002943323238096326
customerID_4160-AMJTL,0.00029370358396629175
customerID_6635-MYYYZ,0.000292767625340767
customerID_1725-IQNIY,0.00029191813453791765
customerID_2876-VBBBL,0.00029186670009513844
customerID_5458-CQJTA,0.00029027716904875907
customerID_4667-OHGKG,0.0002901688427526484
customerID_8199-ZLLSA,0.0002899936805146367
customerID_0378-XSZPU,0.00028893115191741135
customerID_4765-OXPPD,0.00028872880380305735
customerID_1934-SJVJK,0.00028767472046776544
customerID_3148-BLQJT,0.0002875809648703967
customerID_4800-CZMPC,0.0002873813127656312
customerID_1240-KNSEZ,0.0002863273175407953
customerID_6097-EQISJ,0.00028614732957375473
customerID_3878-AVSOQ,0.0002858240455791579
customerID_9259-PACGQ,0.00028580138654154934
customerID_2215-ZAFGX,0.0002854324343356531
customerID_5906-CVLHP,0.0002850385867809831
customerID_1000-AJSLD,0.0002840657083809675
